Cod;Finca;Ano;Año;FA;Semana;PPI;pH;Al;CE;MO;Cas;Mgs;Ks;Nas;Ps;Zns;Fes;Mns;Cus;Bs;Ss;CICE;CaMg;CaK;CaNa;CaP;CaZn;CaHie;CaMn;CaCu;CaB;CaS;MgK;MgNa;MgP;MgZn;MgFe;MgMn;MgCu;MgB;MgS;Kna;KP;KZn;Kfe;KMn;Kcu;KB;KS;PZn;Pfe;PMn;Pcu;PB;PS;Znfe;ZnMn;Zncu;ZnB;ZnS;FeMn;Fecu;FeB;FeS;MnCu;MnB;MnS;CuB;CuS;BS;Pcai;Pmgi;Pki;Pnai;CaMgK;Nf;Pf;Kf;Caf;Mgf;Sf;Mnf;Fef;Znf;Cuf;Bf;Naf;NPf;NKf;NCaf;NMgf;NSf;NMnf;NFef;NZnf;NCuf;NBf;NNaf;PKf;PCaf;PMgf;PSf;PMnf;PFef;PZnf;PCuf;PBf;PNaf;KCaf;KMgf;KSf;KMnf;KFef;KZnf;KCuf;KBf;KNaf;CaMgf;CaSf;CaMnf;CaFef;CaZnf;CaCuf;CaBf;CaNaf;MgSf;MgMnf;MgFef;MgZnf;MgCuf;MgBf;MgNaf;SMnf;SFef;SZnf;SCuf;SBf;SNaf;MnFef;MnZnf;MnCuf;MnBf;MnNaf;FeZnf;FeCuf;FeBf;FeNaf;ZnCuf;ZnBf;ZnNaf;CuBf;CuNaf;BNaf;HT;HJLI;HMJE;PPM;TMIN;TMAX;Da;Microp;Macrop;Ar;A
Do11.5;DonFuad;2011;Año1;Do11;5;2,98;4,52;0,07;1,21;15,53;4,72;0,9;0,38;0,1;43,18;2,14;295,2;26,12;30,77;0,03;125,74;6,1;5,24;12,42;47,2;0,11;2,21;0,02;0,18;0,15;157,33;0,04;2,37;9;0,02;0,42;0;0,03;0,03;30;0,01;3,8;0,01;0,18;0;0,01;0,01;12,67;0;20,18;0,15;1,65;1,4;1439,33;0,34;0,01;0,08;0,07;71,33;0,02;11,3;9,59;9840;2,35;0,85;870,67;0,21;1025,67;0,24;0;77,38;14,75;6,23;1,64;14,79;28,6;1,72;30,84;8,97;3,32;2,2;310,98;84,42;34,09;8,92;11,88;34,7;16,63;0,93;3,19;8,61;13;0,09;0,34;0,84;3,21;2,41;0,82;0,06;0,19;0,52;0,78;0,01;0,02;0,05;0,19;0,14;0,05;3,44;9,29;14,02;0,1;0,37;0,9;3,46;2,6;0,89;2,7;4,08;0,03;0,11;0,26;1,01;0,76;0,26;1,51;0,01;0,04;0,1;0,37;0,28;0,1;0,01;0,03;0,06;0,25;0,19;0,06;3,68;9,12;34,86;26,18;8,96;2,48;9,46;7,11;2,43;3,82;2,87;0,98;0,75;0,26;0,34;13;7,2;8,2;0;19,9;35,4;1,25;16,6;15,9;35,44;13,23
Do11.6;DonFuad;2011;Año1;Do11;6;2,88;6,04;0,03;2,58;21,74;13,82;5,18;0,16;0,22;33,76;3,84;297,77;78,33;48,48;0,13;44;19,38;2,67;86,38;62,82;0,41;3,6;0,05;0,18;0,29;106,31;0,31;32,38;23,55;0,15;1,35;0,02;0,07;0,11;39,85;0,12;0,73;0;0,04;0;0;0;1,23;0;8,79;0,11;0,43;0,7;259,69;0,77;0,01;0,05;0,08;29,54;0,09;3,8;6,14;2290,54;6,77;1,62;602,54;1,78;372,92;1,1;0;71,31;26,73;0,83;1,14;118,75;27,6;1,63;31,75;8,13;2,76;1,94;300,48;75,5;33,81;8,57;12,26;59,31;16,93;0,87;3,39;10;14,23;0,09;0,37;0,82;3,22;2,25;0,47;0,05;0,2;0,59;0,84;0,01;0,02;0,05;0,19;0,13;0,03;3,91;11,5;16,37;0,11;0,42;0,94;3,7;2,59;0,54;2,95;4,19;0,03;0,11;0,24;0,95;0,66;0,14;1,42;0,01;0,04;0,08;0,32;0,23;0,05;0,01;0,03;0,06;0,23;0,16;0,03;3,98;8,89;35,06;24,51;5,07;2,23;8,81;6,16;1,27;3,95;2,76;0,57;0,7;0,14;0,21;13;7,2;8,2;0;19,9;35;1,25;18,1;14,3;35,44;13,23
Do11.8;DonFuad;2011;Año1;Do11;8;2,54;6,89;0,03;1,46;22,77;17,08;10,36;0,36;0,88;61,24;1,99;294,62;90,43;18,5;0,09;120,29;15,4;1,65;47,44;19,41;0,28;8,58;0,06;0,19;0,92;189,78;0,14;28,78;11,77;0,17;5,21;0,04;0,11;0,56;115,11;0,09;0,41;0,01;0,18;0;0;0,02;4;0;30,77;0,21;0,68;3,31;680,44;0,51;0,01;0,02;0,11;22,11;0,02;3,26;15,93;3273,56;2,45;4,89;1004,78;0,75;205,56;0,15;0;110,91;67,27;2,34;5,71;76,22;28,2;1,81;32,85;8,62;4;2,06;252,13;78,63;25,05;9,12;13,55;42,82;15,58;0,86;3,27;7,05;13,69;0,11;0,36;1,13;3,09;2,08;0,66;0,06;0,21;0,45;0,88;0,01;0,02;0,07;0,2;0,13;0,04;3,81;8,21;15,95;0,13;0,42;1,31;3,6;2,42;0,77;2,16;4,18;0,03;0,11;0,34;0,95;0,64;0,2;1,94;0,02;0,05;0,16;0,44;0,3;0,09;0,01;0,03;0,08;0,23;0,15;0,05;3,21;10,07;27,65;18,61;5,89;3,14;8,62;5,8;1,84;2,75;1,85;0,59;0,67;0,21;0,32;13,4;7,2;8,2;0;19,7;35,4;1,25;14,7;18,8;35,44;13,23
Do11.9;DonFuad;2011;Año1;Do11;9;2,56;8,03;0,14;0,5;16,22;14,72;10;0,27;0,25;34;2;355;123;16;0,1;11;15,4;1,47;54,52;58,88;0,43;7,36;0,04;0,12;0,92;147,2;1,34;37,04;40;0,29;5;0,03;0,08;0,63;100;0,91;1,08;0,01;0,14;0;0;0,02;2,7;0,02;17;0,1;0,28;2,13;340;3,09;0,01;0,02;0,13;20;0,18;2,89;22,19;3550;32,27;7,69;1230;11,18;160;1,45;0,01;95,58;64,94;1,75;1,62;91,56;30,1;1,7;32,79;8,67;2,46;1,98;628;95;21;9;33;295;17,71;0,92;3,47;12,24;15,2;0,05;0,32;1,43;3,34;0,91;0,1;0,05;0,2;0,69;0,86;0;0,02;0,08;0,19;0,05;0,01;3,78;13,33;16,56;0,05;0,35;1,56;3,64;0,99;0,11;3,52;4,38;0,01;0,09;0,41;0,96;0,26;0,03;1,24;0;0,03;0,12;0,27;0,07;0,01;0;0,02;0,09;0,22;0,06;0,01;6,61;29,9;69,78;19,03;2,13;4,52;10,56;2,88;0,32;2,33;0,64;0,07;0,27;0,03;0,11;13,4;7;8;0;20,2;35,5;1,25;20,4;14,8;35,44;13,23
Do11.10;DonFuad;2011;Año1;Do11;10;2,65;7,95;0,14;0,48;14,49;13,86;9,08;0,22;0,29;36;1;400;110;13;0,09;13;15,4;1,53;63;47,79;0,39;13,86;0,03;0,13;1,07;154;1,07;41,27;31,31;0,25;9,08;0,02;0,08;0,7;100,89;0,7;0,76;0,01;0,22;0;0;0,02;2,44;0,02;36;0,09;0,33;2,77;400;2,77;0;0,01;0,08;11,11;0,08;3,64;30,77;4444,44;30,77;8,46;1222,22;8,46;144,44;1;0,01;90;58,96;1,43;1,88;104,27;29;1,73;36,98;5,25;2,54;2,15;448;101;29;10;31;242;16,76;0,78;5,52;11,42;13,49;0,06;0,29;1;2,9;0,94;0,12;0,05;0,33;0,68;0,8;0;0,02;0,06;0,17;0,06;0,01;7,04;14,56;17,2;0,08;0,37;1,28;3,7;1,19;0,15;2,07;2,44;0,01;0,05;0,18;0,53;0,17;0,02;1,18;0,01;0,03;0,09;0,25;0,08;0,01;0;0,02;0,07;0,22;0,07;0,01;4,44;15,45;44,8;14,45;1,85;3,48;10,1;3,26;0,42;2,9;0,94;0,12;0,32;0,04;0,13;12,8;7,4;8,4;0;20,3;35,5;1,25;16,9;19,8;35,44;13,23
Do11.11;DonFuad;2011;Año1;Do11;11;2,53;5,44;0,13;0,77;31,4;7,04;1,56;0,33;0,11;122,78;4,4;286,71;38,67;50,59;0,2;58,69;9,04;4,51;21,33;64;0,06;1,6;0,02;0,18;0,14;35,2;0,12;4,73;14,18;0,01;0,35;0,01;0,04;0,03;7,8;0,03;3;0;0,08;0;0,01;0,01;1,65;0,01;27,9;0,43;3,18;2,43;613,9;2,09;0,02;0,11;0,09;22;0,07;7,41;5,67;1433,55;4,89;0,76;193,35;0,66;252,95;0,86;0;77,88;17,26;3,65;1,22;26,06;28,5;1,73;35,48;8,41;2,93;2,13;369,34;83,89;31,7;10,14;19,63;52,41;16,47;0,8;3,39;9,73;13,38;0,08;0,34;0,9;2,81;1,45;0,54;0,05;0,21;0,59;0,81;0;0,02;0,05;0,17;0,09;0,03;4,22;12,11;16,66;0,1;0,42;1,12;3,5;1,81;0,68;2,87;3,95;0,02;0,1;0,27;0,83;0,43;0,16;1,38;0,01;0,03;0,09;0,29;0,15;0,06;0,01;0,03;0,07;0,21;0,11;0,04;4,4;11,65;36,42;18,82;7,05;2,65;8,27;4,27;1,6;3,13;1,61;0,6;0,52;0,19;0,37;12,6;7,4;8,4;0;20,2;35,3;1,25;19,3;17,9;35,44;13,23
Do11.12;DonFuad;2011;Año1;Do11;12;2,76;5,41;0,2;0,21;15,18;5,74;1,3;0,18;0,07;36,19;1,74;289,3;26,27;57,81;0,04;10,62;7,29;4,42;31,89;82;0,16;3,3;0,02;0,22;0,1;143,5;0,54;7,22;18,57;0,04;0,75;0;0,05;0,02;32,5;0,12;2,57;0;0,1;0;0,01;0;4,5;0,02;20,8;0,13;1,38;0,63;904,75;3,41;0,01;0,07;0,03;43,5;0,16;11,01;5;7232,5;27,24;0,45;656,75;2,47;1445,25;5,44;0;78,74;17,83;2,47;0,96;39,11;28,4;1,78;32,08;8,52;4,05;2,05;279,88;85,94;31,34;8,25;13,23;41,08;15,96;0,89;3,33;7,01;13,85;0,1;0,33;0,91;3,44;2,15;0,69;0,06;0,21;0,44;0,87;0,01;0,02;0,06;0,22;0,13;0,04;3,77;7,92;15,65;0,11;0,37;1,02;3,89;2,42;0,78;2,1;4,16;0,03;0,1;0,27;1,03;0,64;0,21;1,98;0,01;0,05;0,13;0,49;0,31;0,1;0,01;0,02;0,07;0,25;0,15;0,05;3,26;8,93;33,92;21,15;6,81;2,74;10,42;6,5;2,09;3,8;2,37;0,76;0,62;0,2;0,32;12,6;8;9;0,5;20,9;36;1,25;14,9;14,9;35,44;13,23
Do11.13;DonFuad;2011;Año1;Do11;13;2,55;4,52;0,07;1,21;15,53;4,72;0,9;0,38;0,1;43,18;2,14;295,2;26,12;30,77;0,03;125,74;6,1;5,24;12,42;47,2;0,11;2,21;0,02;0,18;0,15;157,33;0,04;2,37;9;0,02;0,42;0;0,03;0,03;30;0,01;3,8;0,01;0,18;0;0,01;0,01;12,67;0;20,18;0,15;1,65;1,4;1439,33;0,34;0,01;0,08;0,07;71,33;0,02;11,3;9,59;9840;2,35;0,85;870,67;0,21;1025,67;0,24;0;77,38;14,75;6,23;1,64;14,79;28,6;1,72;30,84;8,97;3,32;2,2;310,98;84,42;34,09;8,92;11,88;34,7;16,63;0,93;3,19;8,61;13;0,09;0,34;0,84;3,21;2,41;0,82;0,06;0,19;0,52;0,78;0,01;0,02;0,05;0,19;0,14;0,05;3,44;9,29;14,02;0,1;0,37;0,9;3,46;2,6;0,89;2,7;4,08;0,03;0,11;0,26;1,01;0,76;0,26;1,51;0,01;0,04;0,1;0,37;0,28;0,1;0,01;0,03;0,06;0,25;0,19;0,06;3,68;9,12;34,86;26,18;8,96;2,48;9,46;7,11;2,43;3,82;2,87;0,98;0,75;0,26;0,34;14;8;9;0;21,6;36;1,25;21,1;13,8;35,44;13,23
Do11.14;DonFuad;2011;Año1;Do11;14;2,51;6,04;0,03;2,58;21,74;13,82;5,18;0,16;0,22;33,76;3,84;297,77;78,33;48,48;0,13;44;19,38;2,67;86,38;62,82;0,41;3,6;0,05;0,18;0,29;106,31;0,31;32,38;23,55;0,15;1,35;0,02;0,07;0,11;39,85;0,12;0,73;0;0,04;0;0;0;1,23;0;8,79;0,11;0,43;0,7;259,69;0,77;0,01;0,05;0,08;29,54;0,09;3,8;6,14;2290,54;6,77;1,62;602,54;1,78;372,92;1,1;0;71,31;26,73;0,83;1,14;118,75;27,6;1,63;31,75;8,13;2,76;1,94;300,48;75,5;33,81;8,57;12,26;59,31;16,93;0,87;3,39;10;14,23;0,09;0,37;0,82;3,22;2,25;0,47;0,05;0,2;0,59;0,84;0,01;0,02;0,05;0,19;0,13;0,03;3,91;11,5;16,37;0,11;0,42;0,94;3,7;2,59;0,54;2,95;4,19;0,03;0,11;0,24;0,95;0,66;0,14;1,42;0,01;0,04;0,08;0,32;0,23;0,05;0,01;0,03;0,06;0,23;0,16;0,03;3,98;8,89;35,06;24,51;5,07;2,23;8,81;6,16;1,27;3,95;2,76;0,57;0,7;0,14;0,21;14;8;9;14,5;22,1;35,7;1,25;26,7;13,6;35,44;13,23
Do11.15;DonFuad;2011;Año1;Do11;15;2,64;6,85;0,03;1,14;26,22;14,06;9,14;0,33;0,31;48,73;2,24;318,54;77,03;20,64;0,07;98,49;15,4;1,54;42,61;45,35;0,29;6,28;0,04;0,18;0,68;200,86;0,14;27,7;29,48;0,19;4,08;0,03;0,12;0,44;130,57;0,09;1,06;0,01;0,15;0;0;0,02;4,71;0;21,75;0,15;0,63;2,36;696,14;0,49;0,01;0,03;0,11;32;0,02;4,14;15,43;4550,57;3,23;3,73;1100,43;0,78;294,86;0,21;0;91,3;59,35;2,14;2,01;70,3;29,4;1,77;32,78;8,37;3,49;2,16;276,34;91,73;32,06;10,3;13,25;58,58;16,61;0,9;3,51;8,42;13,61;0,11;0,32;0,92;2,85;2,22;0,5;0,05;0,21;0,51;0,82;0,01;0,02;0,06;0,17;0,13;0,03;3,92;9,39;15,18;0,12;0,36;1,02;3,18;2,47;0,56;2,4;3,88;0,03;0,09;0,26;0,81;0,63;0,14;1,62;0,01;0,04;0,11;0,34;0,26;0,06;0,01;0,02;0,07;0,21;0,16;0,04;3,01;8,62;26,83;20,86;4,72;2,86;8,91;6,92;1,57;3,11;2,42;0,55;0,78;0,18;0,23;13;8;9;0;22,4;35,4;1,25;20,3;20,5;35,44;13,23
Do11.16;DonFuad;2011;Año1;Do11;16;2,49;6,89;0,03;1,46;22,77;17,08;10,36;0,36;0,88;61,24;1,99;294,62;90,43;18,5;0,09;120,29;15,4;1,65;47,44;19,41;0,28;8,58;0,06;0,19;0,92;189,78;0,14;28,78;11,77;0,17;5,21;0,04;0,11;0,56;115,11;0,09;0,41;0,01;0,18;0;0;0,02;4;0;30,77;0,21;0,68;3,31;680,44;0,51;0,01;0,02;0,11;22,11;0,02;3,26;15,93;3273,56;2,45;4,89;1004,78;0,75;205,56;0,15;0;110,91;67,27;2,34;5,71;76,22;28,2;1,81;32,85;8,62;4;2,06;252,13;78,63;25,05;9,12;13,55;42,82;15,58;0,86;3,27;7,05;13,69;0,11;0,36;1,13;3,09;2,08;0,66;0,06;0,21;0,45;0,88;0,01;0,02;0,07;0,2;0,13;0,04;3,81;8,21;15,95;0,13;0,42;1,31;3,6;2,42;0,77;2,16;4,18;0,03;0,11;0,34;0,95;0,64;0,2;1,94;0,02;0,05;0,16;0,44;0,3;0,09;0,01;0,03;0,08;0,23;0,15;0,05;3,21;10,07;27,65;18,61;5,89;3,14;8,62;5,8;1,84;2,75;1,85;0,59;0,67;0,21;0,32;13,4;8;9;0;21,7;35,1;1,25;19,6;16,9;35,44;13,23
Do11.17;DonFuad;2011;Año1;Do11;17;2,89;8,03;0,14;0,5;16,22;14,72;10;0,27;0,25;34;2;355;123;16;0,1;11;15,4;1,47;54,52;58,88;0,43;7,36;0,04;0,12;0,92;147,2;1,34;37,04;40;0,29;5;0,03;0,08;0,63;100;0,91;1,08;0,01;0,14;0;0;0,02;2,7;0,02;17;0,1;0,28;2,13;340;3,09;0,01;0,02;0,13;20;0,18;2,89;22,19;3550;32,27;7,69;1230;11,18;160;1,45;0,01;95,58;64,94;1,75;1,62;91,56;30,1;1,7;32,79;8,67;2,46;1,98;628;95;21;9;33;295;17,71;0,92;3,47;12,24;15,2;0,05;0,32;1,43;3,34;0,91;0,1;0,05;0,2;0,69;0,86;0;0,02;0,08;0,19;0,05;0,01;3,78;13,33;16,56;0,05;0,35;1,56;3,64;0,99;0,11;3,52;4,38;0,01;0,09;0,41;0,96;0,26;0,03;1,24;0;0,03;0,12;0,27;0,07;0,01;0;0,02;0,09;0,22;0,06;0,01;6,61;29,9;69,78;19,03;2,13;4,52;10,56;2,88;0,32;2,33;0,64;0,07;0,27;0,03;0,11;13,8;8;9;36,5;22;35,7;1,25;20,8;20,3;35,44;13,23
Do11.18;DonFuad;2011;Año1;Do11;18;2,86;7,95;0,14;0,48;14,49;13,86;9,08;0,22;0,29;36;1;400;110;13;0,09;13;15,4;1,53;63;47,79;0,39;13,86;0,03;0,13;1,07;154;1,07;41,27;31,31;0,25;9,08;0,02;0,08;0,7;100,89;0,7;0,76;0,01;0,22;0;0;0,02;2,44;0,02;36;0,09;0,33;2,77;400;2,77;0;0,01;0,08;11,11;0,08;3,64;30,77;4444,44;30,77;8,46;1222,22;8,46;144,44;1;0,01;90;58,96;1,43;1,88;104,27;29;1,73;36,98;5,25;2,54;2,15;448;101;29;10;31;242;16,76;0,78;5,52;11,42;13,49;0,06;0,29;1;2,9;0,94;0,12;0,05;0,33;0,68;0,8;0;0,02;0,06;0,17;0,06;0,01;7,04;14,56;17,2;0,08;0,37;1,28;3,7;1,19;0,15;2,07;2,44;0,01;0,05;0,18;0,53;0,17;0,02;1,18;0,01;0,03;0,09;0,25;0,08;0,01;0;0,02;0,07;0,22;0,07;0,01;4,44;15,45;44,8;14,45;1,85;3,48;10,1;3,26;0,42;2,9;0,94;0,12;0,32;0,04;0,13;14,4;8;9;1,5;23,2;36;1,25;22,9;14,7;35,44;13,23
Do11.19;DonFuad;2011;Año1;Do11;19;2,53;5,44;0,13;0,77;31,4;7,04;1,56;0,33;0,11;122,78;4,4;286,71;38,67;50,59;0,2;58,69;9,04;4,51;21,33;64;0,06;1,6;0,02;0,18;0,14;35,2;0,12;4,73;14,18;0,01;0,35;0,01;0,04;0,03;7,8;0,03;3;0;0,08;0;0,01;0,01;1,65;0,01;27,9;0,43;3,18;2,43;613,9;2,09;0,02;0,11;0,09;22;0,07;7,41;5,67;1433,55;4,89;0,76;193,35;0,66;252,95;0,86;0;77,88;17,26;3,65;1,22;26,06;28,5;1,73;35,48;8,41;2,93;2,13;369,34;83,89;31,7;10,14;19,63;52,41;16,47;0,8;3,39;9,73;13,38;0,08;0,34;0,9;2,81;1,45;0,54;0,05;0,21;0,59;0,81;0;0,02;0,05;0,17;0,09;0,03;4,22;12,11;16,66;0,1;0,42;1,12;3,5;1,81;0,68;2,87;3,95;0,02;0,1;0,27;0,83;0,43;0,16;1,38;0,01;0,03;0,09;0,29;0,15;0,06;0,01;0,03;0,07;0,21;0,11;0,04;4,4;11,65;36,42;18,82;7,05;2,65;8,27;4,27;1,6;3,13;1,61;0,6;0,52;0,19;0,37;14,8;8;9;36,5;23,7;36,7;1,25;19,4;19,9;35,44;13,23
Do11.20;DonFuad;2011;Año1;Do11;20;2,55;5,41;0,2;0,21;15,18;5,74;1,3;0,18;0,07;36,19;1,74;289,3;26,27;57,81;0,04;10,62;7,29;4,42;31,89;82;0,16;3,3;0,02;0,22;0,1;143,5;0,54;7,22;18,57;0,04;0,75;0;0,05;0,02;32,5;0,12;2,57;0;0,1;0;0,01;0;4,5;0,02;20,8;0,13;1,38;0,63;904,75;3,41;0,01;0,07;0,03;43,5;0,16;11,01;5;7232,5;27,24;0,45;656,75;2,47;1445,25;5,44;0;78,74;17,83;2,47;0,96;39,11;28,4;1,78;32,08;8,52;4,05;2,05;279,88;85,94;31,34;8,25;13,23;41,08;15,96;0,89;3,33;7,01;13,85;0,1;0,33;0,91;3,44;2,15;0,69;0,06;0,21;0,44;0,87;0,01;0,02;0,06;0,22;0,13;0,04;3,77;7,92;15,65;0,11;0,37;1,02;3,89;2,42;0,78;2,1;4,16;0,03;0,1;0,27;1,03;0,64;0,21;1,98;0,01;0,05;0,13;0,49;0,31;0,1;0,01;0,02;0,07;0,25;0,15;0,05;3,26;8,93;33,92;21,15;6,81;2,74;10,42;6,5;2,09;3,8;2,37;0,76;0,62;0,2;0,32;14,2;8,2;9,2;0;23,7;36,7;1,25;17,5;20,9;35,44;13,23
Do11.21;DonFuad;2011;Año1;Do11;21;2,79;4,52;0,07;1,21;15,53;4,72;0,9;0,38;0,1;43,18;2,14;295,2;26,12;30,77;0,03;125,74;6,1;5,24;12,42;47,2;0,11;2,21;0,02;0,18;0,15;157,33;0,04;2,37;9;0,02;0,42;0;0,03;0,03;30;0,01;3,8;0,01;0,18;0;0,01;0,01;12,67;0;20,18;0,15;1,65;1,4;1439,33;0,34;0,01;0,08;0,07;71,33;0,02;11,3;9,59;9840;2,35;0,85;870,67;0,21;1025,67;0,24;0;77,38;14,75;6,23;1,64;14,79;28,6;1,72;30,84;8,97;3,32;2,2;310,98;84,42;34,09;8,92;11,88;34,7;16,63;0,93;3,19;8,61;13;0,09;0,34;0,84;3,21;2,41;0,82;0,06;0,19;0,52;0,78;0,01;0,02;0,05;0,19;0,14;0,05;3,44;9,29;14,02;0,1;0,37;0,9;3,46;2,6;0,89;2,7;4,08;0,03;0,11;0,26;1,01;0,76;0,26;1,51;0,01;0,04;0,1;0,37;0,28;0,1;0,01;0,03;0,06;0,25;0,19;0,06;3,68;9,12;34,86;26,18;8,96;2,48;9,46;7,11;2,43;3,82;2,87;0,98;0,75;0,26;0,34;14,6;8,6;9,6;21,6;22,7;34;1,25;20;18,3;35,44;13,23
Do11.22;DonFuad;2011;Año1;Do11;22;2,84;6,04;0,03;2,58;21,74;13,82;5,18;0,16;0,22;33,76;3,84;297,77;78,33;48,48;0,13;44;19,38;2,67;86,38;62,82;0,41;3,6;0,05;0,18;0,29;106,31;0,31;32,38;23,55;0,15;1,35;0,02;0,07;0,11;39,85;0,12;0,73;0;0,04;0;0;0;1,23;0;8,79;0,11;0,43;0,7;259,69;0,77;0,01;0,05;0,08;29,54;0,09;3,8;6,14;2290,54;6,77;1,62;602,54;1,78;372,92;1,1;0;71,31;26,73;0,83;1,14;118,75;27,6;1,63;31,75;8,13;2,76;1,94;300,48;75,5;33,81;8,57;12,26;59,31;16,93;0,87;3,39;10;14,23;0,09;0,37;0,82;3,22;2,25;0,47;0,05;0,2;0,59;0,84;0,01;0,02;0,05;0,19;0,13;0,03;3,91;11,5;16,37;0,11;0,42;0,94;3,7;2,59;0,54;2,95;4,19;0,03;0,11;0,24;0,95;0,66;0,14;1,42;0,01;0,04;0,08;0,32;0,23;0,05;0,01;0,03;0,06;0,23;0,16;0,03;3,98;8,89;35,06;24,51;5,07;2,23;8,81;6,16;1,27;3,95;2,76;0,57;0,7;0,14;0,21;14;8;9;9,5;23,1;34,3;1,25;26,4;20,1;35,44;13,23
Do11.23;DonFuad;2011;Año1;Do11;23;2,88;6,85;0,03;1,14;26,22;14,06;9,14;0,33;0,31;48,73;2,24;318,54;77,03;20,64;0,07;98,49;15,4;1,54;42,61;45,35;0,29;6,28;0,04;0,18;0,68;200,86;0,14;27,7;29,48;0,19;4,08;0,03;0,12;0,44;130,57;0,09;1,06;0,01;0,15;0;0;0,02;4,71;0;21,75;0,15;0,63;2,36;696,14;0,49;0,01;0,03;0,11;32;0,02;4,14;15,43;4550,57;3,23;3,73;1100,43;0,78;294,86;0,21;0;91,3;59,35;2,14;2,01;70,3;29,4;1,77;32,78;8,37;3,49;2,16;276,34;91,73;32,06;10,3;13,25;58,58;16,61;0,9;3,51;8,42;13,61;0,11;0,32;0,92;2,85;2,22;0,5;0,05;0,21;0,51;0,82;0,01;0,02;0,06;0,17;0,13;0,03;3,92;9,39;15,18;0,12;0,36;1,02;3,18;2,47;0,56;2,4;3,88;0,03;0,09;0,26;0,81;0,63;0,14;1,62;0,01;0,04;0,11;0,34;0,26;0,06;0,01;0,02;0,07;0,21;0,16;0,04;3,01;8,62;26,83;20,86;4,72;2,86;8,91;6,92;1,57;3,11;2,42;0,55;0,78;0,18;0,23;13,8;8,4;9,4;20,5;23;34;1,25;24,5;20,9;35,44;13,23
Do11.24;DonFuad;2011;Año1;Do11;24;2,64;6,89;0,03;1,46;22,77;17,08;10,36;0,36;0,88;61,24;1,99;294,62;90,43;18,5;0,09;120,29;15,4;1,65;47,44;19,41;0,28;8,58;0,06;0,19;0,92;189,78;0,14;28,78;11,77;0,17;5,21;0,04;0,11;0,56;115,11;0,09;0,41;0,01;0,18;0;0;0,02;4;0;30,77;0,21;0,68;3,31;680,44;0,51;0,01;0,02;0,11;22,11;0,02;3,26;15,93;3273,56;2,45;4,89;1004,78;0,75;205,56;0,15;0;110,91;67,27;2,34;5,71;76,22;28,2;1,81;32,85;8,62;4;2,06;252,13;78,63;25,05;9,12;13,55;42,82;15,58;0,86;3,27;7,05;13,69;0,11;0,36;1,13;3,09;2,08;0,66;0,06;0,21;0,45;0,88;0,01;0,02;0,07;0,2;0,13;0,04;3,81;8,21;15,95;0,13;0,42;1,31;3,6;2,42;0,77;2,16;4,18;0,03;0,11;0,34;0,95;0,64;0,2;1,94;0,02;0,05;0,16;0,44;0,3;0,09;0,01;0,03;0,08;0,23;0,15;0,05;3,21;10,07;27,65;18,61;5,89;3,14;8,62;5,8;1,84;2,75;1,85;0,59;0,67;0,21;0,32;13,6;8,6;9,6;105,3;23,4;35,6;1,25;17,5;16,5;35,44;13,23
Do11.25;DonFuad;2011;Año1;Do11;25;2,97;8,03;0,14;0,5;16,22;14,72;10;0,27;0,25;34;2;355;123;16;0,1;11;15,4;1,47;54,52;58,88;0,43;7,36;0,04;0,12;0,92;147,2;1,34;37,04;40;0,29;5;0,03;0,08;0,63;100;0,91;1,08;0,01;0,14;0;0;0,02;2,7;0,02;17;0,1;0,28;2,13;340;3,09;0,01;0,02;0,13;20;0,18;2,89;22,19;3550;32,27;7,69;1230;11,18;160;1,45;0,01;95,58;64,94;1,75;1,62;91,56;30,1;1,7;32,79;8,67;2,46;1,98;628;95;21;9;33;295;17,71;0,92;3,47;12,24;15,2;0,05;0,32;1,43;3,34;0,91;0,1;0,05;0,2;0,69;0,86;0;0,02;0,08;0,19;0,05;0,01;3,78;13,33;16,56;0,05;0,35;1,56;3,64;0,99;0,11;3,52;4,38;0,01;0,09;0,41;0,96;0,26;0,03;1,24;0;0,03;0,12;0,27;0,07;0,01;0;0,02;0,09;0,22;0,06;0,01;6,61;29,9;69,78;19,03;2,13;4,52;10,56;2,88;0,32;2,33;0,64;0,07;0,27;0,03;0,11;13,8;8,8;9,8;0;23;36,8;1,25;19,9;16,1;35,44;13,23
